record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,units_sold
212689,16/07/13,8094,300291,112.575,112.575,0,0,1.3964599
212691,16/07/13,8094,216425,127.5375,127.5375,0,0,23.116268
212692,16/07/13,8094,216233,131.8125,131.8125,0,0,48.848698
212693,16/07/13,8094,217390,173.85,173.85,0,0,48.424786
212694,16/07/13,8094,217217,230.85,257.925,0,1,46.199028
212695,16/07/13,8094,217777,235.8375,262.9125,0,1,43.8646
212696,16/07/13,8094,219844,234.4125,260.0625,0,1,38.95615
212697,16/07/13,8094,219009,198.7875,198.7875,0,0,81.4519
212698,16/07/13,8094,219029,327.0375,327.0375,0,0,35.7257
212699,16/07/13,8094,222087,165.3,241.5375,1,1,221.06445
212700,16/07/13,8094,320485,234.4125,234.4125,0,0,26.015602
212701,16/07/13,8094,378934,217.3125,217.3125,0,0,10.04175
212702,16/07/13,8094,222765,239.4,239.4,0,0,45.92234
212703,16/07/13,8094,223245,241.5375,241.5375,0,0,51.1247
212704,16/07/13,8094,223153,235.8375,235.8375,0,0,30.810953
212705,16/07/13,8094,398721,355.5375,462.4125,1,1,31.67786
212706,16/07/13,8094,245387,355.5375,483.7875,1,0,40.999474
212707,16/07/13,8094,245338,356.9625,483.7875,1,1,47.616302
212709,16/07/13,8094,547934,191.6625,191.6625,0,0,0.13191427
212710,16/07/13,8094,679023,191.6625,234.4125,0,1,26.274862
212711,16/07/13,8094,546789,191.6625,228.7125,0,1,50.463974
212712,16/07/13,8063,216418,86.2125,87.6375,0,1,31.92401
212713,16/07/13,8063,216419,86.2125,86.2125,0,0,27.751959
212716,16/07/13,8063,216233,134.6625,134.6625,0,0,33.42969
212717,16/07/13,8063,217390,139.65,139.65,0,0,33.05264
212718,16/07/13,8063,217217,229.425,270.0375,0,0,20.378786
212719,16/07/13,8063,217777,231.5625,265.7625,0,0,27.111807
212721,16/07/13,8063,219009,180.975,180.975,0,0,76.80696
212722,16/07/13,8063,219029,309.9375,309.9375,0,0,27.727985
212723,16/07/13,8063,222087,171.0,227.2875,1,1,126.95167
212724,16/07/13,8063,320485,205.9125,205.9125,0,0,10.477453
212725,16/07/13,8063,378934,205.9125,205.9125,0,0,2.488171
212727,16/07/13,8063,222765,239.4,239.4,0,0,35.98161
212728,16/07/13,8063,223245,213.0375,213.0375,0,0,69.291374
212729,16/07/13,8063,223153,212.325,212.325,0,0,32.12258
212731,16/07/13,8063,245387,355.5375,472.3875,1,0,40.667046
212732,16/07/13,8063,245338,355.5375,483.7875,1,1,44.48756
212734,16/07/13,8063,547934,191.6625,191.6625,0,0,-0.91943085
212735,16/07/13,8063,679023,191.6625,234.4125,0,0,-0.5749954
212736,16/07/13,8063,546789,195.225,234.4125,0,0,2.7035036
212737,16/07/13,8023,216418,109.725,109.725,0,0,247.28886
212738,16/07/13,8023,216419,109.725,109.725,0,1,218.709
212739,16/07/13,8023,300021,110.4375,110.4375,0,0,70.4718
212740,16/07/13,8023,300291,118.275,118.275,0,0,17.979095
212742,16/07/13,8023,216425,141.075,141.075,0,0,81.60056
212743,16/07/13,8023,216233,139.65,139.65,0,0,108.64509
212744,16/07/13,8023,217390,174.5625,174.5625,0,0,263.70874
212748,16/07/13,8023,219009,215.8875,215.8875,0,0,259.4949
212749,16/07/13,8023,219029,341.2875,341.2875,0,0,106.65034
212750,16/07/13,8023,222087,166.725,211.6125,1,1,504.675
212751,16/07/13,8023,320485,213.0375,213.0375,0,0,59.031643
212752,16/07/13,8023,378934,213.0375,213.0375,0,0,34.599808
212754,16/07/13,8023,222765,254.3625,254.3625,0,0,122.287415
212755,16/07/13,8023,223245,233.7,233.7,0,0,99.05713
212756,16/07/13,8023,223153,180.975,236.55,0,0,102.01815
212757,16/07/13,8023,398721,361.2375,469.5375,1,1,51.7618
212758,16/07/13,8023,245387,355.5375,469.5375,1,0,68.121704
212759,16/07/13,8023,245338,355.5375,469.5375,1,0,125.40085
212760,16/07/13,8023,600934,533.6625,533.6625,0,0,10.944465
212761,16/07/13,8023,547934,171.0,177.4125,0,1,81.40488
212763,16/07/13,8023,545621,344.1375,344.1375,0,0,13.506109
212764,16/07/13,8058,216418,109.0125,109.0125,0,0,107.58043
212765,16/07/13,8058,216419,109.725,109.0125,0,1,79.93665
212767,16/07/13,8058,216425,141.075,141.075,0,0,49.608
212768,16/07/13,8058,216233,140.3625,140.3625,0,0,53.748764
212769,16/07/13,8058,217390,175.9875,175.9875,0,0,68.64484
212772,16/07/13,8058,219844,247.95,360.525,0,1,40.16778
212773,16/07/13,8058,219009,213.0375,213.0375,0,0,91.66889
212774,16/07/13,8058,219029,341.2875,341.2875,0,0,33.97853
212775,16/07/13,8058,222087,154.6125,173.1375,1,1,242.15948
212776,16/07/13,8058,320485,213.0375,213.0375,0,0,19.722416
212777,16/07/13,8058,378934,213.0375,213.0375,0,0,8.379174
212778,16/07/13,8058,222765,254.3625,254.3625,0,0,51.326626
212779,16/07/13,8058,223245,233.7,233.7,0,0,40.84837
212782,16/07/13,8058,245387,355.5375,469.5375,1,1,42.43213
212783,16/07/13,8058,245338,355.5375,469.5375,1,1,62.170708
212787,16/07/13,8222,216418,109.725,109.725,0,0,207.92247
212788,16/07/13,8222,216419,109.725,109.725,0,0,120.31839
212789,16/07/13,8222,300021,109.0125,109.0125,0,0,67.55464
212790,16/07/13,8222,300291,120.4125,208.7625,0,0,21.850773
212792,16/07/13,8222,216425,141.075,141.075,0,0,98.83752
212793,16/07/13,8222,216233,141.075,141.075,0,0,112.18252
212794,16/07/13,8222,217390,175.275,175.275,0,0,139.1866
212796,16/07/13,8222,219009,209.475,209.475,0,0,140.81456
212797,16/07/13,8222,219029,188.1,338.4375,0,0,186.55878
212798,16/07/13,8222,222087,166.725,210.1875,1,1,377.29364
212799,16/07/13,8222,320485,213.0375,213.0375,0,0,35.76827
212800,16/07/13,8222,378934,213.0375,213.0375,0,0,18.455196
212802,16/07/13,8222,222765,254.3625,254.3625,0,0,95.52051
212803,16/07/13,8222,223245,233.7,233.7,0,0,84.04102
212805,16/07/13,8222,398721,355.5375,469.5375,1,1,54.89113
212806,16/07/13,8222,245387,355.5375,469.5375,1,1,86.41897
212807,16/07/13,8222,245338,355.5375,469.5375,1,1,118.57542
212809,16/07/13,8222,547934,164.5875,164.5875,0,0,43.558994
212812,16/07/13,8121,216418,87.6375,87.6375,0,0,35.199005
212816,16/07/13,8121,216425,131.1,131.1,0,0,14.588325
212817,16/07/13,8121,216233,127.5375,127.5375,0,0,26.42368
212818,16/07/13,8121,217390,133.95,133.95,0,0,36.609287
212819,16/07/13,8121,217217,232.9875,263.625,0,0,23.794481
212820,16/07/13,8121,217777,233.7,266.475,0,0,25.225788
212821,16/07/13,8121,219844,232.9875,264.3375,0,1,33.589798
212822,16/07/13,8121,219009,183.1125,183.1125,0,0,54.86284
212823,16/07/13,8121,219029,309.9375,309.9375,0,0,24.81536
212824,16/07/13,8121,222087,172.425,228.0,1,1,116.96229
212825,16/07/13,8121,320485,228.0,228.0,0,0,24.150114
212826,16/07/13,8121,378934,234.4125,234.4125,0,0,10.686936
212828,16/07/13,8121,222765,239.4,239.4,0,0,40.237988
212829,16/07/13,8121,223245,213.0375,213.0375,0,0,61.22164
212830,16/07/13,8121,223153,212.325,212.325,0,0,26.14414
212831,16/07/13,8121,398721,356.25,473.1,1,0,35.050186
212832,16/07/13,8121,245387,355.5375,483.7875,1,0,41.688004
212833,16/07/13,8121,245338,355.5375,447.45,1,0,60.8536
212834,16/07/13,8218,216418,85.5,85.5,0,0,29.367245
212835,16/07/13,8218,216419,88.35,88.35,0,0,22.851427
212837,16/07/13,8218,216425,128.9625,128.9625,0,0,6.0824294
212838,16/07/13,8218,216233,125.4,125.4,0,0,16.020699
212839,16/07/13,8218,217390,132.525,132.525,0,0,28.127125
212840,16/07/13,8218,217217,232.275,265.05,0,1,25.156168
212843,16/07/13,8218,219009,166.0125,187.3875,0,0,67.762985
212844,16/07/13,8218,219029,309.9375,309.9375,0,0,15.190704
212845,16/07/13,8218,222087,169.575,201.6375,1,1,94.14128
212846,16/07/13,8218,320485,226.575,226.575,0,0,18.848324
212849,16/07/13,8218,223245,109.725,213.0375,0,0,73.387726
212850,16/07/13,8218,223153,205.9125,205.9125,0,0,16.537577
212853,16/07/13,8218,245338,355.5375,375.4875,1,1,46.467346
212856,16/07/13,8317,216419,88.35,88.35,0,0,37.334805
212857,16/07/13,8317,300021,85.5,85.5,0,0,20.31344
212860,16/07/13,8317,216425,134.6625,134.6625,0,0,23.129528
212861,16/07/13,8317,216233,128.9625,128.9625,0,0,37.978363
212862,16/07/13,8317,217390,137.5125,137.5125,0,0,44.57655
212863,16/07/13,8317,217217,230.1375,262.2,0,0,17.30062
212866,16/07/13,8317,219009,178.8375,178.8375,0,0,105.533485
212867,16/07/13,8317,219029,309.9375,309.9375,0,0,42.456886
212868,16/07/13,8317,222087,167.4375,239.4,1,1,225.68935
212869,16/07/13,8317,320485,230.1375,230.1375,0,0,39.206146
212870,16/07/13,8317,378934,225.8625,225.8625,0,0,30.40497
212872,16/07/13,8317,222765,239.4,239.4,0,0,47.768658
212873,16/07/13,8317,223245,213.0375,213.0375,0,0,72.731445
212874,16/07/13,8317,223153,212.325,212.325,0,0,29.09029
212875,16/07/13,8317,398721,355.5375,483.7875,1,1,30.85561
212876,16/07/13,8317,245387,356.25,483.7875,1,1,41.778885
212877,16/07/13,8317,245338,356.25,483.7875,1,0,43.082397
212879,16/07/13,8317,547934,191.6625,191.6625,0,0,10.236935
212880,16/07/13,8317,679023,191.6625,234.4125,0,1,34.156773
212881,16/07/13,8317,546789,190.95,234.4125,0,0,25.6514
212884,16/07/13,8319,216425,129.675,129.675,0,0,12.616279
212885,16/07/13,8319,216233,128.9625,128.9625,0,0,27.802608
212886,16/07/13,8319,217390,168.8625,168.8625,0,0,16.290956
212888,16/07/13,8319,219844,238.6875,270.0375,0,0,14.690662
212889,16/07/13,8319,219009,201.6375,201.6375,0,0,38.72338
212890,16/07/13,8319,219029,327.0375,327.0375,0,0,18.331335
212891,16/07/13,8319,222087,163.875,221.5875,1,1,148.87386
212892,16/07/13,8319,222765,239.4,239.4,0,0,22.558718
212893,16/07/13,8319,223245,241.5375,241.5375,0,0,30.984037
212896,16/07/13,8319,245387,357.675,483.7875,1,1,28.975037
212899,16/07/13,8392,300291,112.575,112.575,0,0,1.4805909
212900,16/07/13,8392,216425,129.675,129.675,0,0,13.62985
212901,16/07/13,8392,216233,128.25,128.25,0,0,24.386156
212902,16/07/13,8392,217390,171.7125,171.7125,0,0,18.80328
212903,16/07/13,8392,217777,232.9875,232.9875,0,0,19.311308
212905,16/07/13,8392,219009,193.8,193.8,0,0,35.21307
212906,16/07/13,8392,219029,327.0375,327.0375,0,0,13.967286
212907,16/07/13,8392,222087,162.45,241.5375,1,0,106.95209
212910,16/07/13,8392,222765,231.5625,231.5625,0,0,19.770878
212911,16/07/13,8392,223245,241.5375,241.5375,0,0,22.871655
212914,16/07/13,8392,245338,355.5375,478.8,1,0,20.905785
212915,16/07/13,8398,216418,110.4375,110.4375,0,0,116.52429
212916,16/07/13,8398,216419,109.725,109.725,0,0,81.69774
212917,16/07/13,8398,300021,109.725,109.725,0,0,32.275295
212919,16/07/13,8398,216425,139.65,139.65,0,0,41.18154
212920,16/07/13,8398,216233,140.3625,140.3625,0,0,62.010647
212921,16/07/13,8398,217390,174.5625,174.5625,0,0,85.32511
212924,16/07/13,8398,219009,220.1625,220.1625,0,0,70.53716
212925,16/07/13,8398,219029,341.2875,341.2875,0,0,53.683136
212926,16/07/13,8398,222087,160.3125,188.8125,1,1,288.41644
212927,16/07/13,8398,320485,213.0375,213.0375,0,0,14.068119
212929,16/07/13,8398,222765,251.5125,251.5125,0,0,69.840294
212930,16/07/13,8398,223245,233.7,224.4375,0,1,75.98253
212931,16/07/13,8398,223153,240.825,240.825,0,0,23.858633
212932,16/07/13,8398,398721,355.5375,498.0375,1,1,74.49742
212933,16/07/13,8398,245387,355.5375,469.5375,1,1,73.25911
212934,16/07/13,8398,245338,355.5375,463.8375,1,0,87.16428
212935,16/07/13,8398,547934,168.8625,168.8625,0,0,13.200052
212936,16/07/13,8400,216418,104.025,104.025,0,0,65.35234
212937,16/07/13,8400,216419,109.725,109.725,0,0,69.21866
212938,16/07/13,8400,300021,109.725,109.725,0,0,21.282396
212940,16/07/13,8400,216425,141.075,141.075,0,0,46.974342
212941,16/07/13,8400,216233,140.3625,140.3625,0,0,46.03657
212942,16/07/13,8400,217390,176.7,176.7,0,0,32.314804
212946,16/07/13,8400,219009,218.7375,218.7375,0,0,54.461857
212947,16/07/13,8400,219029,331.3125,331.3125,0,0,56.37172
212948,16/07/13,8400,222087,171.0,201.6375,1,1,148.43222
212949,16/07/13,8400,222765,254.3625,254.3625,0,0,50.09728
212950,16/07/13,8400,223245,233.7,233.7,0,0,74.28268
212951,16/07/13,8400,223153,240.1125,240.1125,0,0,50.16138
212952,16/07/13,8400,398721,355.5375,469.5375,1,1,57.254444
212954,16/07/13,8400,245338,355.5375,469.5375,1,0,83.36239
212955,16/07/13,8422,216418,85.5,85.5,0,0,24.893785
212956,16/07/13,8422,216419,88.35,88.35,0,0,27.728119
212959,16/07/13,8422,216233,125.4,125.4,0,0,16.26841
212960,16/07/13,8422,217390,139.65,139.65,0,0,18.476564
212964,16/07/13,8422,219009,185.25,185.25,0,0,73.96937
212965,16/07/13,8422,219029,309.9375,309.9375,0,0,28.670494
212966,16/07/13,8422,222087,166.725,220.1625,1,1,164.26941
212967,16/07/13,8422,320485,231.5625,231.5625,0,0,27.64961
212968,16/07/13,8422,378934,228.0,228.0,0,0,15.101105
212969,16/07/13,8422,222765,236.55,236.55,0,0,32.588043
212970,16/07/13,8422,223245,203.0625,203.0625,0,0,40.64483
212971,16/07/13,8422,223153,212.325,212.325,0,0,19.442595
212973,16/07/13,8422,245387,355.5375,483.7875,1,1,25.957577
212974,16/07/13,8422,245338,358.3875,483.7875,1,0,38.967255
212977,16/07/13,8438,216418,85.5,85.5,0,0,48.773994
212978,16/07/13,8438,216419,88.35,88.35,0,0,51.225765
212979,16/07/13,8438,300021,88.35,88.35,0,0,24.112947
212981,16/07/13,8438,216425,129.675,129.675,0,0,22.223095
212982,16/07/13,8438,216233,128.9625,128.9625,0,0,37.177658
212983,16/07/13,8438,217390,170.2875,170.2875,0,0,39.67679
212984,16/07/13,8438,217217,231.5625,267.9,0,1,42.623596
212985,16/07/13,8438,217777,234.4125,265.7625,0,1,48.853153
212986,16/07/13,8438,219844,230.85,264.3375,0,1,48.754322
212987,16/07/13,8438,219009,198.7875,198.7875,0,0,103.401115
212988,16/07/13,8438,219029,327.0375,327.0375,0,0,34.75151
212989,16/07/13,8438,222087,158.8875,212.325,1,1,283.58218
212990,16/07/13,8438,320485,228.0,228.0,0,0,32.678875
212991,16/07/13,8438,378934,226.575,226.575,0,0,23.590355
212993,16/07/13,8438,222765,239.4,239.4,0,0,49.08381
212994,16/07/13,8438,223245,241.5375,241.5375,0,0,54.625538
212995,16/07/13,8438,223153,235.8375,235.8375,0,0,34.29222
212996,16/07/13,8438,398721,356.9625,462.4125,1,0,43.508442
212997,16/07/13,8438,245387,355.5375,483.7875,1,1,47.45879
212998,16/07/13,8438,245338,356.25,483.7875,1,0,59.546654
212999,16/07/13,8438,600934,562.1625,562.1625,0,0,8.864896
213001,16/07/13,8555,216418,87.6375,87.6375,0,0,10.766091
213002,16/07/13,8555,216419,86.2125,86.2125,0,0,9.195368
213006,16/07/13,8555,216233,129.675,129.675,0,0,11.175506
213007,16/07/13,8555,217390,136.8,136.8,0,0,20.993065
213011,16/07/13,8555,219009,187.3875,187.3875,0,0,21.80622
213012,16/07/13,8555,219029,309.9375,309.9375,0,0,11.672409
213013,16/07/13,8555,222087,163.1625,242.25,1,1,143.7758
213016,16/07/13,8555,223245,211.6125,211.6125,0,0,21.769281
213017,16/07/13,8555,223153,205.2,205.2,0,0,6.081263
213020,16/07/13,8555,245338,361.2375,472.3875,1,1,23.421122
213021,16/07/13,8562,216418,109.725,105.45,0,1,156.43813
213022,16/07/13,8562,216419,109.725,105.45,0,1,113.22478
213023,16/07/13,8562,300021,109.725,109.725,0,1,74.67143
213025,16/07/13,8562,216425,140.3625,140.3625,0,0,53.582794
213026,16/07/13,8562,216233,139.65,139.65,0,0,49.87343
213027,16/07/13,8562,217390,172.425,172.425,0,0,81.41298
213031,16/07/13,8562,219009,216.6,216.6,0,0,109.23683
213032,16/07/13,8562,219029,341.2875,341.2875,0,0,56.577488
213033,16/07/13,8562,222087,165.3,205.9125,1,1,310.86414
213034,16/07/13,8562,320485,213.0375,213.0375,0,0,33.36275
213035,16/07/13,8562,378934,213.0375,213.0375,0,0,23.006222
213036,16/07/13,8562,222765,254.3625,254.3625,0,0,69.745804
213037,16/07/13,8562,223245,167.4375,232.9875,0,0,87.567345
213038,16/07/13,8562,223153,183.825,236.55,0,0,56.816597
213039,16/07/13,8562,398721,367.65,469.5375,1,1,35.59012
213040,16/07/13,8562,245387,355.5375,469.5375,1,1,51.15239
213041,16/07/13,8562,245338,355.5375,469.5375,1,0,78.370026
213043,16/07/13,8562,547934,167.4375,167.4375,0,0,28.404163
213048,16/07/13,8869,216418,110.4375,110.4375,0,1,144.60889
213049,16/07/13,8869,216419,109.725,110.4375,0,1,104.11458
213050,16/07/13,8869,300021,109.725,109.725,0,0,43.90412
213053,16/07/13,8869,216425,141.075,141.075,0,0,71.73402
213054,16/07/13,8869,216233,141.075,141.075,0,0,80.22813
213055,16/07/13,8869,217390,176.7,176.7,0,0,105.63212
213056,16/07/13,8869,217217,250.0875,376.9125,0,1,48.65125
213059,16/07/13,8869,219009,215.175,215.175,0,0,87.34421
213060,16/07/13,8869,219029,341.2875,341.2875,0,0,55.653503
213061,16/07/13,8869,222087,161.025,199.5,1,0,377.44818
213064,16/07/13,8869,222765,257.925,257.925,0,0,71.514
213065,16/07/13,8869,223245,200.925,233.7,0,0,62.40718
213066,16/07/13,8869,223153,195.225,236.55,0,0,57.81613
213068,16/07/13,8869,245387,355.5375,469.5375,1,1,66.486664
213069,16/07/13,8869,245338,355.5375,469.5375,1,1,101.90348
213070,16/07/13,8869,679023,202.35,234.4125,0,1,41.454
213072,16/07/13,8991,216418,88.35,88.35,0,0,68.49028
213073,16/07/13,8991,216419,87.6375,87.6375,0,0,60.67764
213074,16/07/13,8991,300021,87.6375,87.6375,0,0,30.706245
213076,16/07/13,8991,216425,128.9625,128.9625,0,0,24.537823
213077,16/07/13,8991,216233,127.5375,127.5375,0,0,38.147247
213078,16/07/13,8991,217390,136.8,136.8,0,0,56.875668
213079,16/07/13,8991,217217,232.9875,264.3375,0,0,26.046726
213080,16/07/13,8991,217777,232.275,270.0375,0,0,27.047417
213081,16/07/13,8991,219844,232.9875,270.0375,0,0,24.733288
213082,16/07/13,8991,219009,183.825,183.825,0,0,90.20339
213083,16/07/13,8991,219029,309.9375,309.9375,0,0,28.381857
213084,16/07/13,8991,222087,165.3,228.7125,1,1,200.32866
213085,16/07/13,8991,320485,222.3,222.3,0,0,24.6139
213086,16/07/13,8991,378934,225.8625,225.8625,0,0,26.080482
213087,16/07/13,8991,222765,237.2625,237.2625,0,0,42.330753
213088,16/07/13,8991,223245,213.0375,213.0375,0,0,68.41926
213089,16/07/13,8991,223153,212.325,212.325,0,0,33.888443
213090,16/07/13,8991,398721,356.9625,483.7875,1,1,32.365795
213091,16/07/13,8991,245387,355.5375,483.7875,1,1,47.51363
213092,16/07/13,8991,245338,355.5375,483.7875,1,1,54.695183
213093,16/07/13,8991,600934,562.1625,562.1625,0,0,4.62127
213094,16/07/13,8991,547934,191.6625,191.6625,0,0,4.6639347
213096,16/07/13,8991,546789,191.6625,234.4125,0,0,11.870982
213097,16/07/13,8911,216418,84.075,84.075,0,0,19.403946
213098,16/07/13,8911,216419,88.35,88.35,0,0,24.445776
213100,16/07/13,8911,216425,126.825,126.825,0,0,11.129311
213101,16/07/13,8911,216233,130.3875,130.3875,0,0,21.158018
213102,16/07/13,8911,217390,133.95,133.95,0,0,35.190758
213103,16/07/13,8911,217217,228.7125,266.475,0,0,28.933432
213105,16/07/13,8911,219844,235.125,260.775,0,1,29.936892
213106,16/07/13,8911,219009,187.3875,187.3875,0,0,49.253593
213107,16/07/13,8911,219029,309.9375,309.9375,0,0,19.664804
213108,16/07/13,8911,222087,170.2875,228.7125,1,1,82.79846
213109,16/07/13,8911,222765,239.4,239.4,0,0,26.523308
213110,16/07/13,8911,223245,213.0375,213.0375,0,0,50.490917
213111,16/07/13,8911,223153,212.325,212.325,0,0,17.555967
213113,16/07/13,8911,245387,355.5375,483.7875,1,1,37.26034
213114,16/07/13,8911,245338,356.25,483.7875,1,1,40.46215
213115,16/07/13,9001,216419,110.4375,110.4375,0,0,12.237057
213123,16/07/13,9001,223245,233.7,233.7,0,0,39.417747
213127,16/07/13,9043,216418,110.4375,110.4375,0,0,80.95545
213128,16/07/13,9043,216419,109.725,109.725,0,0,47.62437
213129,16/07/13,9043,300021,109.725,109.725,0,0,20.447392
213131,16/07/13,9043,216425,141.075,141.075,0,0,32.194935
213132,16/07/13,9043,216233,141.075,141.075,0,0,41.291817
213133,16/07/13,9043,217390,169.575,169.575,0,0,51.917397
213135,16/07/13,9043,219009,213.0375,213.0375,0,0,78.488304
213136,16/07/13,9043,219029,341.2875,341.2875,0,0,24.6765
213137,16/07/13,9043,222087,168.8625,207.3375,1,1,133.79553
213138,16/07/13,9043,320485,213.0375,213.0375,0,0,17.75479
213140,16/07/13,9043,222765,254.3625,254.3625,0,0,39.25271
213141,16/07/13,9043,223245,233.7,233.7,0,0,35.952507
213142,16/07/13,9043,223153,156.0375,236.55,0,0,57.853752
213145,16/07/13,9043,245338,358.3875,469.5375,1,1,43.02269
213147,16/07/13,9043,547934,172.425,172.425,0,0,0.31465852
213148,16/07/13,9092,216418,87.6375,86.925,0,1,64.10027
213149,16/07/13,9092,216419,87.6375,87.6375,0,0,38.81693
213150,16/07/13,9092,216425,128.25,128.25,0,0,12.163796
213151,16/07/13,9092,216233,131.1,131.1,0,0,21.461731
213152,16/07/13,9092,217390,134.6625,134.6625,0,0,32.431183
213153,16/07/13,9092,219844,237.975,266.475,0,0,7.7511168
213154,16/07/13,9092,219009,187.3875,187.3875,0,0,60.584137
213155,16/07/13,9092,219029,309.9375,309.9375,0,0,22.270615
213156,16/07/13,9092,222087,170.2875,220.875,1,1,117.18239
213157,16/07/13,9092,320485,208.05,208.05,0,0,20.232805
213158,16/07/13,9092,378934,205.9125,205.9125,0,0,11.358144
213159,16/07/13,9092,222765,239.4,239.4,0,0,31.333935
213160,16/07/13,9092,223245,213.0375,213.0375,0,0,53.016033
213161,16/07/13,9092,223153,205.2,205.2,0,0,27.517464
213162,16/07/13,9092,398721,355.5375,462.4125,1,0,25.35443
213163,16/07/13,9092,245387,358.3875,465.975,1,1,28.373156
213164,16/07/13,9092,245338,356.25,467.4,1,0,44.348602
213167,16/07/13,9092,679023,191.6625,234.4125,0,0,3.6734467
213168,16/07/13,9092,546789,191.6625,234.4125,0,0,19.905642
213169,16/07/13,9112,216418,109.725,110.4375,0,1,196.64713
213170,16/07/13,9112,216419,109.725,109.725,0,1,161.91724
213171,16/07/13,9112,300021,109.725,109.0125,0,1,95.04681
213174,16/07/13,9112,216425,141.075,141.075,0,0,75.71182
213175,16/07/13,9112,216233,140.3625,140.3625,0,0,86.481346
213176,16/07/13,9112,217390,176.7,176.7,0,0,111.008606
213179,16/07/13,9112,219844,244.3875,361.95,0,0,30.448868
213180,16/07/13,9112,219009,207.3375,207.3375,0,0,134.11754
213181,16/07/13,9112,219029,341.2875,341.2875,0,0,71.59729
213182,16/07/13,9112,222087,166.725,208.05,1,0,373.2581
213183,16/07/13,9112,320485,213.0375,213.0375,0,0,42.686035
213187,16/07/13,9112,222765,253.65,253.65,0,0,78.36736
213188,16/07/13,9112,223245,233.7,233.7,0,0,60.970943
213189,16/07/13,9112,223153,131.1,232.275,0,0,107.48792
213191,16/07/13,9112,245387,355.5375,469.5375,1,0,52.135777
213192,16/07/13,9112,245338,355.5375,469.5375,1,0,85.29233
213194,16/07/13,9112,547934,172.425,172.425,0,0,22.268518
213195,16/07/13,9112,673209,344.1375,344.1375,0,0,12.189592
213197,16/07/13,9132,216419,86.925,86.925,0,0,6.91393
213199,16/07/13,9132,216425,128.9625,128.9625,0,0,11.192462
213200,16/07/13,9132,216233,128.25,128.25,0,0,20.68149
213202,16/07/13,9132,217217,229.425,270.0375,0,1,28.587656
213204,16/07/13,9132,219009,187.3875,187.3875,0,0,51.9222
213205,16/07/13,9132,219029,309.9375,309.9375,0,0,18.163654
213206,16/07/13,9132,222087,164.5875,199.5,1,1,159.24425
213207,16/07/13,9132,222765,239.4,239.4,0,0,20.340836
213208,16/07/13,9132,223245,213.0375,213.0375,0,0,80.28807
213209,16/07/13,9132,223153,212.325,212.325,0,0,33.60239
213215,16/07/13,9147,216418,109.725,109.725,0,0,87.16535
213216,16/07/13,9147,216419,109.725,109.725,0,0,71.50574
213217,16/07/13,9147,300021,109.725,109.725,0,0,40.15985
213219,16/07/13,9147,216425,132.525,132.525,0,0,51.20565
213220,16/07/13,9147,216233,133.95,133.95,0,0,54.76319
213221,16/07/13,9147,217390,175.275,175.275,0,0,68.81461
213225,16/07/13,9147,219009,215.175,215.175,0,0,83.64772
213226,16/07/13,9147,219029,341.2875,341.2875,0,0,35.263416
213227,16/07/13,9147,222087,161.025,221.5875,1,1,248.90176
213230,16/07/13,9147,222765,257.925,257.925,0,0,47.27719
213231,16/07/13,9147,223245,233.7,233.7,0,0,44.55665
