datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-01-22 22:00:00,1,0,0,1,2.46,7.575,49,0.0,,,1.2842116
2011-01-22 23:00:00,1,0,0,1,1.64,3.79,57,7.0015,,,1.1357677
2011-01-23 00:00:00,1,0,0,1,1.64,3.79,57,7.0015,,,1.086508
2011-01-23 01:00:00,1,0,0,1,1.64,3.79,57,7.0015,,,1.0865073
2011-01-23 02:00:00,1,0,0,1,0.82,3.03,62,8.9981,,,1.1181452
2011-01-23 03:00:00,1,0,0,1,0.82,3.03,62,8.9981,,,1.1181498
2011-01-23 05:00:00,1,0,0,2,1.64,3.79,57,7.0015,,,1.0408806
2011-01-23 06:00:00,1,0,0,2,1.64,3.79,57,7.0015,,,1.0408871
2011-01-23 07:00:00,1,0,0,1,3.28,5.305,58,11.0014,,,1.0120561
2011-01-23 08:00:00,1,0,0,1,2.46,3.79,62,11.0014,,,1.0018775
2011-01-23 09:00:00,1,0,0,1,4.1,3.79,54,23.9994,,,0.9610546
2011-01-23 10:00:00,1,0,0,1,5.74,5.305,46,26.0027,,,0.9915657
2011-01-23 11:00:00,1,0,0,1,5.74,6.82,43,15.0013,,,1.014904
2011-01-23 12:00:00,1,0,0,1,6.56,6.06,37,31.0009,,,1.006352
2011-01-23 13:00:00,1,0,0,1,5.74,5.305,33,26.0027,,,1.0150249
2011-01-23 14:00:00,1,0,0,1,6.56,6.82,28,23.9994,,,1.0411779
2011-01-23 15:00:00,1,0,0,1,6.56,6.82,28,23.9994,,,1.0411947
2011-01-23 16:00:00,1,0,0,1,6.56,6.82,26,22.0028,,,1.0546138
2011-01-23 17:00:00,1,0,0,1,5.74,5.305,26,26.0027,,,1.0280473
2011-01-23 18:00:00,1,0,0,1,4.92,6.06,30,16.9979,,,1.0638399
2011-01-23 19:00:00,1,0,0,1,4.92,6.06,30,19.0012,,,1.0534941
2011-01-23 20:00:00,1,0,0,1,4.1,5.305,36,16.9979,,,1.0403035
2011-01-23 21:00:00,1,0,0,1,4.1,5.305,36,12.998,,,1.0817628
2011-01-23 22:00:00,1,0,0,1,3.28,4.545,38,12.998,,,1.061763
2011-01-23 23:00:00,1,0,0,1,2.46,3.03,41,15.0013,,,1.0155407
2011-01-24 00:00:00,1,0,1,1,2.46,3.03,41,12.998,,,1.317949
2011-01-24 01:00:00,1,0,1,1,1.64,2.275,45,12.998,,,1.3114779
2011-01-24 03:00:00,1,0,1,1,1.64,1.515,45,16.9979,,,1.249952
2011-01-24 04:00:00,1,0,1,1,0.82,3.03,48,8.9981,,,1.4371464
2011-01-24 05:00:00,1,0,1,1,0.82,3.03,48,8.9981,,,1.437225
2011-01-24 06:00:00,1,0,1,1,0.82,3.79,48,6.0032,,,1.4693298
2011-01-24 07:00:00,1,0,1,1,0.82,6.06,48,0.0,,,1.5438759
2011-01-24 08:00:00,1,0,1,1,1.64,6.82,49,0.0,,,1.4844509
2011-01-24 09:00:00,1,0,1,1,2.46,7.575,41,0.0,,,1.5570374
2011-01-24 10:00:00,1,0,1,1,4.1,6.82,42,0.0,,,1.533946
2011-01-24 11:00:00,1,0,1,1,4.1,6.06,46,8.9981,,,1.3428941
2011-01-24 12:00:00,1,0,1,2,4.92,6.82,42,12.998,,,1.3241378
2011-01-24 13:00:00,1,0,1,2,5.74,6.82,43,15.0013,,,1.2552171
2011-01-24 14:00:00,1,0,1,2,5.74,6.82,46,15.0013,,,1.2261523
2011-01-24 15:00:00,1,0,1,1,6.56,8.335,40,11.0014,,,1.2996742
2011-01-24 16:00:00,1,0,1,1,6.56,7.575,47,16.9979,,,1.177637
2011-01-24 17:00:00,1,0,1,1,5.74,6.06,50,16.9979,,,1.1839437
2011-01-24 18:00:00,1,0,1,1,5.74,6.82,59,12.998,,,1.1834738
2011-01-24 19:00:00,1,0,1,1,5.74,7.575,54,11.0014,,,1.2278969
2011-01-24 20:00:00,1,0,1,1,5.74,6.82,59,12.998,,,1.1836426
2011-01-24 21:00:00,1,0,1,1,5.74,7.575,63,11.0014,,,1.179906
2011-01-24 22:00:00,1,0,1,2,5.74,6.82,63,15.0013,,,1.1126575
2011-01-24 23:00:00,1,0,1,2,6.56,7.575,64,16.9979,,,1.0805873
2011-01-25 00:00:00,1,0,1,2,6.56,6.82,69,19.0012,,,1.0781283
2011-01-25 01:00:00,1,0,1,2,6.56,8.335,69,11.0014,,,1.0246685
2011-01-25 02:00:00,1,0,1,1,6.56,7.575,69,15.0013,,,1.1178505
2011-01-25 04:00:00,1,0,1,1,5.74,8.335,74,7.0015,,,1.1314209
2011-01-25 05:00:00,1,0,1,1,5.74,6.82,74,15.0013,,,1.1333468
2011-01-25 06:00:00,1,0,1,1,6.56,9.09,74,7.0015,,,1.1162312
2011-01-25 07:00:00,1,0,1,1,6.56,7.575,74,15.0013,,,1.1135589
2011-01-25 08:00:00,1,0,1,2,6.56,9.09,74,8.9981,,,1.0210059
2011-01-25 09:00:00,1,0,1,2,8.2,11.365,64,6.0032,,,1.0745809
2011-01-25 10:00:00,1,0,1,2,9.02,12.12,60,7.0015,,,1.0929401
2011-01-25 11:00:00,1,0,1,2,9.84,12.12,60,8.9981,,,1.0584626
2011-01-25 12:00:00,1,0,1,2,10.66,14.395,56,6.0032,,,1.1372402
2011-01-25 13:00:00,1,0,1,2,10.66,13.635,56,8.9981,,,1.0876935
2011-01-25 14:00:00,1,0,1,2,12.3,16.665,45,0.0,,,1.3887657
2011-01-25 15:00:00,1,0,1,2,13.12,17.425,42,0.0,,,1.4248836
2011-01-25 16:00:00,1,0,1,2,13.12,17.425,42,0.0,,,1.4249607
2011-01-25 17:00:00,1,0,1,1,12.3,16.665,45,0.0,,,1.3969527
2011-01-25 18:00:00,1,0,1,2,12.3,15.91,49,6.0032,,,1.1950368
2011-01-25 19:00:00,1,0,1,2,10.66,12.88,65,11.0014,,,0.99956703
2011-01-25 20:00:00,1,0,1,1,9.84,11.365,65,12.998,,,1.0803027
2011-01-25 21:00:00,1,0,1,1,9.84,11.365,65,12.998,,,1.0826676
2011-01-25 22:00:00,1,0,1,1,9.02,11.365,64,11.0014,,,1.1003397
2011-01-25 23:00:00,1,0,1,2,9.02,11.365,64,11.0014,,,1.0226744
2011-01-26 00:00:00,1,0,1,2,9.02,11.365,69,8.9981,,,1.0113952
2011-01-26 01:00:00,1,0,1,2,9.84,12.12,65,8.9981,,,1.0224626
2011-01-26 02:00:00,1,0,1,3,9.02,11.365,69,12.998,,,1.0107815
2011-01-26 05:00:00,1,0,1,3,8.2,9.09,86,19.0012,,,0.9557693
2011-01-26 06:00:00,1,0,1,3,8.2,9.09,86,19.0012,,,0.9558425
2011-01-26 07:00:00,1,0,1,3,9.02,10.605,87,19.9995,,,0.97139585
2011-01-26 08:00:00,1,0,1,3,9.02,10.605,87,19.9995,,,0.9714704
2011-01-26 09:00:00,1,0,1,3,9.02,10.605,87,19.9995,,,0.971545
2011-01-26 10:00:00,1,0,1,3,9.02,10.605,93,19.0012,,,0.9582795
2011-01-26 11:00:00,1,0,1,3,9.02,9.85,93,22.0028,,,0.98242736
2011-01-26 12:00:00,1,0,1,3,9.02,9.85,93,22.0028,,,0.9824955
2011-01-26 13:00:00,1,0,1,3,9.02,9.85,93,22.0028,,,0.9825629
2011-01-26 14:00:00,1,0,1,3,9.02,9.85,93,23.9994,,,1.0015287
2011-01-26 15:00:00,1,0,1,3,9.02,9.09,93,31.0009,,,1.041094
2011-01-26 16:00:00,1,0,1,4,9.02,9.85,93,22.0028,,,1.891424
2011-01-26 17:00:00,1,0,1,3,8.2,9.09,93,23.9994,,,1.0023452
2011-01-27 16:00:00,1,0,1,1,9.02,11.365,55,12.998,,,1.1804042
2011-01-27 17:00:00,1,0,1,1,9.02,12.12,55,7.0015,,,1.2422278
2011-01-27 18:00:00,1,0,1,1,8.2,11.365,69,6.0032,,,1.179643
2011-01-27 19:00:00,1,0,1,1,8.2,11.365,69,6.0032,,,1.179741
2011-01-27 20:00:00,1,0,1,1,7.38,10.605,74,6.0032,,,1.1732364
2011-01-27 21:00:00,1,0,1,1,7.38,10.605,74,6.0032,,,1.1733382
2011-01-27 22:00:00,1,0,1,1,7.38,10.605,74,6.0032,,,1.1734412
2011-01-27 23:00:00,1,0,1,1,7.38,9.85,80,11.0014,,,1.1516213
2011-01-28 00:00:00,1,0,1,2,8.2,10.605,75,8.9981,,,1.0427334
2011-01-28 01:00:00,1,0,1,2,8.2,10.605,75,8.9981,,,1.0428133
2011-01-28 02:00:00,1,0,1,2,8.2,10.605,75,11.0014,,,1.0445476
2011-01-28 03:00:00,1,0,1,2,8.2,11.365,75,7.0015,,,1.0492561
2011-01-28 05:00:00,1,0,1,2,7.38,10.605,80,7.0015,,,1.0459609
2011-01-28 06:00:00,1,0,1,2,7.38,9.85,80,8.9981,,,1.0402452
2011-01-28 07:00:00,1,0,1,2,6.56,9.85,86,6.0032,,,1.0490286
2011-01-28 08:00:00,1,0,1,2,6.56,9.85,86,6.0032,,,1.0491021
2011-01-28 09:00:00,1,0,1,3,7.38,10.605,86,6.0032,,,1.0160649
2011-01-28 10:00:00,1,0,1,3,7.38,10.605,86,7.0015,,,1.0128672
2011-01-28 11:00:00,1,0,1,3,7.38,10.605,93,7.0015,,,0.98690844
2011-01-28 12:00:00,1,0,1,3,7.38,10.605,93,7.0015,,,0.98694766
2011-01-28 13:00:00,1,0,1,3,7.38,10.605,93,7.0015,,,0.9869889
2011-01-28 14:00:00,1,0,1,3,9.02,13.635,80,0.0,,,1.1153312
2011-01-28 15:00:00,1,0,1,2,8.2,12.88,86,0.0,,,1.0744724
2011-01-28 16:00:00,1,0,1,1,9.02,13.635,80,0.0,,,1.2843264
2011-01-28 17:00:00,1,0,1,1,9.84,12.12,75,8.9981,,,1.2527578
2011-01-28 18:00:00,1,0,1,1,9.84,11.365,75,12.998,,,1.2474267
2011-01-28 19:00:00,1,0,1,2,9.84,12.12,75,8.9981,,,1.0393753
2011-01-28 20:00:00,1,0,1,2,9.84,11.365,70,12.998,,,1.0344865
2011-01-28 21:00:00,1,0,1,2,9.02,11.365,75,8.9981,,,1.041749
2011-01-28 22:00:00,1,0,1,1,9.84,10.605,65,23.9994,,,1.1962087
2011-01-28 23:00:00,1,0,1,1,9.84,11.365,60,15.0013,,,1.2299235
2011-01-29 00:00:00,1,0,0,1,9.02,9.85,64,23.9994,,,1.160937
2011-01-29 01:00:00,1,0,0,1,9.02,11.365,64,12.998,,,1.0190024
2011-01-29 02:00:00,1,0,0,1,9.02,11.365,64,11.0014,,,1.0204369
2011-01-29 03:00:00,1,0,0,1,8.2,10.605,64,8.9981,,,1.0261669
2011-01-29 04:00:00,1,0,0,1,6.56,9.09,69,7.0015,,,1.0642394
2011-01-29 06:00:00,1,0,0,1,6.56,9.09,64,8.9981,,,1.0384136
2011-01-29 07:00:00,1,0,0,1,6.56,9.09,59,7.0015,,,1.0709784
2011-01-29 08:00:00,1,0,0,1,7.38,9.85,55,11.0014,,,1.0380623
2011-01-29 09:00:00,1,0,0,1,7.38,10.605,59,6.0032,,,1.0944179
2011-01-29 10:00:00,1,0,0,2,7.38,10.605,64,7.0015,,,1.0140777
2011-01-29 11:00:00,1,0,0,2,7.38,9.85,64,8.9981,,,0.9750245
2011-01-29 12:00:00,1,0,0,2,8.2,9.85,59,12.998,,,0.92945987
2011-01-29 13:00:00,1,0,0,2,9.02,11.365,55,11.0014,,,0.9589063
2011-01-29 14:00:00,1,0,0,2,9.02,11.365,60,8.9981,,,0.978348
2011-01-29 15:00:00,1,0,0,1,9.02,10.605,69,16.9979,,,1.0336022
2011-01-29 16:00:00,1,0,0,1,9.84,12.12,60,11.0014,,,1.036417
2011-01-29 17:00:00,1,0,0,1,9.84,14.395,60,0.0,,,1.2632136
2011-01-29 18:00:00,1,0,0,1,9.02,11.365,69,8.9981,,,1.0247164
2011-01-29 19:00:00,1,0,0,2,9.02,10.605,69,16.9979,,,0.91349405
2011-01-29 20:00:00,1,0,0,1,7.38,10.605,74,6.0032,,,1.084086
2011-01-29 21:00:00,1,0,0,1,7.38,10.605,74,6.0032,,,1.0840781
2011-01-29 22:00:00,1,0,0,1,6.56,9.85,80,6.0032,,,1.0813915
2011-01-29 23:00:00,1,0,0,1,6.56,9.85,80,6.0032,,,1.0813897
2011-01-30 00:00:00,1,0,0,1,6.56,9.09,80,7.0015,,,1.0297873
2011-01-30 01:00:00,1,0,0,1,5.74,10.605,80,0.0,,,1.2397869
2011-01-30 02:00:00,1,0,0,1,6.56,11.365,80,0.0,,,1.2393876
2011-01-30 03:00:00,1,0,0,1,5.74,10.605,93,0.0,,,1.2089641
2011-01-30 04:00:00,1,0,0,1,5.74,10.605,93,0.0,,,1.2089629
2011-01-30 05:00:00,1,0,0,1,5.74,10.605,86,0.0,,,1.218612
2011-01-30 07:00:00,1,0,0,1,5.74,10.605,86,0.0,,,1.2185905
2011-01-30 08:00:00,1,0,0,2,5.74,10.605,86,0.0,,,1.1734784
2011-01-30 09:00:00,1,0,0,2,6.56,11.365,80,0.0,,,1.1999788
2011-01-30 10:00:00,1,0,0,2,7.38,12.12,80,0.0,,,1.2070664
2011-01-30 11:00:00,1,0,0,1,9.02,13.635,75,0.0,,,1.2366811
2011-01-30 12:00:00,1,0,0,1,12.3,15.91,52,7.0015,,,1.210885
2011-01-30 13:00:00,1,0,0,1,11.48,14.395,61,7.0015,,,1.0841625
2011-01-30 14:00:00,1,0,0,1,11.48,15.15,61,6.0032,,,1.1294633
2011-01-30 15:00:00,1,0,0,1,12.3,16.665,56,0.0,,,1.2855296
2011-01-30 16:00:00,1,0,0,1,12.3,16.665,56,0.0,,,1.2855217
2011-01-30 17:00:00,1,0,0,1,12.3,14.395,56,12.998,,,1.1212058
2011-01-30 18:00:00,1,0,0,1,10.66,12.88,65,11.0014,,,1.0221941
2011-01-30 19:00:00,1,0,0,1,10.66,12.88,65,12.998,,,1.0367
2011-01-30 20:00:00,1,0,0,2,10.66,13.635,65,7.0015,,,1.0832486
2011-01-30 21:00:00,1,0,0,2,9.84,12.12,70,11.0014,,,0.95975804
2011-01-30 22:00:00,1,0,0,2,9.84,11.365,70,12.998,,,0.9223482
2011-01-30 23:00:00,1,0,0,2,9.84,10.605,65,19.0012,,,0.9100095
2011-01-31 00:00:00,1,0,1,2,9.84,11.365,65,15.0013,,,1.2874832
2011-01-31 01:00:00,1,0,1,1,9.02,10.605,64,16.9979,,,1.2018381
2011-01-31 02:00:00,1,0,1,1,9.02,11.365,64,12.998,,,1.2187517
2011-01-31 03:00:00,1,0,1,1,9.02,11.365,64,12.998,,,1.2188272
2011-01-31 04:00:00,1,0,1,1,8.2,9.85,59,15.0013,,,1.2025084
2011-01-31 05:00:00,1,0,1,1,7.38,8.335,64,19.0012,,,1.2012212
2011-01-31 06:00:00,1,0,1,1,6.56,6.82,69,22.0028,,,1.1879524
2011-01-31 07:00:00,1,0,1,2,6.56,6.82,64,19.0012,,,1.3270084
2011-01-31 08:00:00,1,0,1,2,6.56,6.82,59,19.0012,,,1.3381495
2011-01-31 09:00:00,1,0,1,2,6.56,6.82,59,19.9995,,,1.342598
2011-01-31 10:00:00,1,0,1,2,6.56,7.575,59,12.998,,,1.3574197
2011-01-31 11:00:00,1,0,1,2,6.56,7.575,59,12.998,,,1.357477
2011-01-31 12:00:00,1,0,1,2,7.38,10.605,55,7.0015,,,1.4729823
2011-01-31 13:00:00,1,0,1,2,6.56,11.365,59,0.0,,,1.5559723
2011-01-31 14:00:00,1,0,1,2,7.38,9.85,55,8.9981,,,1.4354575
2011-01-31 15:00:00,1,0,1,2,6.56,9.09,59,8.9981,,,1.4282769
2011-01-31 16:00:00,1,0,1,2,6.56,9.09,56,12.998,,,1.4072052
2011-01-31 17:00:00,1,0,1,2,6.56,7.575,59,12.998,,,1.357853
2011-01-31 18:00:00,1,0,1,2,6.56,7.575,55,15.0013,,,1.353168
2011-01-31 19:00:00,1,0,1,1,12.3,15.91,61,7.0015,,,1.2714546
2011-01-31 20:00:00,1,0,1,3,6.56,8.335,59,11.0014,,,1.3789058
2011-01-31 21:00:00,1,0,1,3,6.56,9.85,59,6.0032,,,1.4864652
2011-01-31 22:00:00,1,0,1,2,6.56,9.09,59,7.0015,,,1.4448009
2011-01-31 23:00:00,1,0,1,2,6.56,9.85,64,6.0032,,,1.4455436
2011-02-20 00:00:00,1,0,0,1,10.66,10.605,35,30.0026,,,1.0664221
2011-02-20 01:00:00,1,0,0,1,9.84,9.85,41,31.0009,,,1.0254678
2011-02-20 02:00:00,1,0,0,1,9.84,9.85,41,36.9974,,,1.0250744
2011-02-20 03:00:00,1,0,0,1,9.02,9.09,44,36.9974,,,1.0135112
2011-02-20 04:00:00,1,0,0,1,9.02,9.09,44,36.9974,,,1.013544
2011-02-20 06:00:00,1,0,0,1,8.2,9.09,47,19.9995,,,1.0131696
2011-02-20 07:00:00,1,0,0,1,7.38,8.335,51,16.9979,,,0.98664093
2011-02-20 08:00:00,1,0,0,1,8.2,11.365,51,7.0015,,,1.0756563
2011-02-20 09:00:00,1,0,0,1,9.02,10.605,47,19.0012,,,1.0443263
2011-02-20 10:00:00,1,0,0,2,10.66,12.88,41,12.998,,,1.018543
2011-02-20 11:00:00,1,0,0,2,12.3,15.15,33,11.0014,,,1.1084659
2011-02-20 12:00:00,1,0,0,1,12.3,15.91,33,7.0015,,,1.2806855
2011-02-20 13:00:00,1,0,0,1,13.94,16.665,29,0.0,,,1.3123804
2011-02-20 14:00:00,1,0,0,1,14.76,17.425,27,11.0014,,,1.3227
2011-02-20 15:00:00,1,0,0,1,14.76,18.18,27,6.0032,,,1.3262261
2011-02-20 16:00:00,1,0,0,1,14.76,18.18,29,6.0032,,,1.317238
2011-02-20 17:00:00,1,0,0,1,13.94,17.425,33,11.0014,,,1.3022609
2011-02-20 18:00:00,1,0,0,2,13.94,16.665,36,8.9981,,,1.1524782
2011-02-20 19:00:00,1,0,0,2,13.94,16.665,36,8.9981,,,1.1525071
2011-02-20 20:00:00,1,0,0,2,13.94,18.18,42,0.0,,,1.3719746
2011-02-20 21:00:00,1,0,0,2,13.12,17.425,53,0.0,,,1.3342501
2011-02-20 22:00:00,1,0,0,2,13.12,15.15,57,15.0013,,,0.91796327
2011-02-20 23:00:00,1,0,0,2,12.3,15.15,61,11.0014,,,0.9224793
2011-02-21 00:00:00,1,1,0,2,13.94,15.15,42,22.0028,,,1.0035086
2011-02-21 01:00:00,1,1,0,2,13.94,15.15,42,22.0028,,,1.0035195
2011-02-21 02:00:00,1,1,0,2,13.94,15.15,42,22.0028,,,1.0035303
2011-02-21 03:00:00,1,1,0,2,13.94,15.15,42,19.9995,,,1.0148017
2011-02-21 04:00:00,1,1,0,1,13.12,15.91,45,11.0014,,,1.027313
2011-02-21 05:00:00,1,1,0,2,13.94,18.18,36,0.0,,,1.298958
2011-02-21 06:00:00,1,1,0,2,17.22,21.21,26,19.9995,,,1.1680822
2011-02-21 07:00:00,1,1,0,2,17.22,21.21,26,19.0012,,,1.1721549
2011-02-21 08:00:00,1,1,0,2,13.12,15.15,57,19.9995,,,1.0454812
2011-02-21 09:00:00,1,1,0,2,13.12,15.15,57,19.0012,,,1.0534984
2011-02-21 10:00:00,1,1,0,2,13.12,15.15,57,16.9979,,,1.0752088
2011-02-21 11:00:00,1,1,0,2,13.12,16.665,57,7.0015,,,1.2141118
2011-02-21 12:00:00,1,1,0,2,13.12,15.91,66,12.998,,,1.1408292
2011-02-21 13:00:00,1,1,0,3,12.3,13.635,81,22.0028,,,1.0041741
2011-02-21 14:00:00,1,1,0,2,13.12,15.15,76,16.9979,,,1.0579253
2011-02-21 15:00:00,1,1,0,2,12.3,13.635,70,30.0026,,,0.9233833
2011-02-21 16:00:00,1,1,0,3,11.48,12.12,75,27.9993,,,1.008714
2011-02-21 17:00:00,1,1,0,2,11.48,12.88,75,26.0027,,,0.9452534
2011-02-21 18:00:00,1,1,0,2,9.84,10.605,87,23.9994,,,0.9379369
2011-02-21 19:00:00,1,1,0,2,9.84,10.605,87,23.9994,,,0.9379412
2011-02-21 20:00:00,1,1,0,3,9.84,10.605,81,26.0027,,,0.9807898
2011-02-21 21:00:00,1,1,0,3,9.02,9.85,75,30.0026,,,0.98723733
2011-02-21 22:00:00,1,1,0,3,8.2,8.335,75,27.9993,,,0.9734445
2011-02-21 23:00:00,1,1,0,3,8.2,8.335,75,27.9993,,,0.9734653
2011-02-22 06:00:00,1,0,1,2,4.92,6.06,80,19.0012,,,1.1059686
2011-02-22 07:00:00,1,0,1,2,4.92,6.06,80,19.0012,,,1.1060673
2011-02-22 08:00:00,1,0,1,2,4.92,6.06,80,16.9979,,,1.0897261
2011-02-22 09:00:00,1,0,1,2,5.74,6.06,74,16.9979,,,1.0881178
2011-02-22 10:00:00,1,0,1,1,6.56,9.09,69,0.0,,,1.2580163
2011-02-22 11:00:00,1,0,1,1,6.56,11.365,64,0.0,,,1.2613468
2011-02-22 12:00:00,1,0,1,1,8.2,11.365,59,7.0015,,,1.1991689
2011-02-22 13:00:00,1,0,1,1,9.02,11.365,55,11.0014,,,1.1866131
2011-02-22 14:00:00,1,0,1,1,9.02,11.365,55,12.998,,,1.1759415
2011-02-22 15:00:00,1,0,1,1,9.84,11.365,48,12.998,,,1.1856693
2011-02-22 16:00:00,1,0,1,1,9.02,11.365,51,11.0014,,,1.1994927
2011-02-22 17:00:00,1,0,1,1,9.02,10.605,51,15.0013,,,1.1727054
2011-02-22 18:00:00,1,0,1,1,9.02,11.365,47,8.9981,,,1.2382698
2011-02-22 19:00:00,1,0,1,1,8.2,9.09,47,19.0012,,,1.1622467
